frame_index,timestamp,tracker_frame_present,result_present,reliability_state,overall_quality_score,gate_passed,transition_reason,tracker_update_latency_ms
127,6.35,True,True,STABLE,0.8984512610287363,True,STATE_MAINTAINED,8.573999861255288
128,6.4,True,True,STABLE,0.8936009275110084,True,STATE_MAINTAINED,8.430799935013056
129,6.45,True,True,STABLE,0.8891590941934182,True,STATE_MAINTAINED,8.124199928715825
130,6.5,True,True,STABLE,0.8832448429090757,True,STATE_MAINTAINED,7.882800186052918
131,6.55,True,True,STABLE,0.877483927839214,True,STATE_MAINTAINED,8.627599803730845
132,6.6,True,True,STABLE,0.873509523050062,True,STATE_MAINTAINED,8.05580010637641
133,6.65,True,True,STABLE,0.8351506898252105,True,STATE_MAINTAINED,8.032300043851137
134,6.7,True,True,STABLE,0.7843247896222759,True,STATE_MAINTAINED,8.9648999273777
135,6.75,True,True,STABLE,0.7734935463938641,True,STATE_MAINTAINED,10.334499878808856
136,6.8,True,True,STABLE,0.7756325191801655,True,STATE_MAINTAINED,8.826999925076962
137,6.85,True,True,STABLE,0.823891666996641,True,STATE_MAINTAINED,7.593000074848533
138,6.9,True,True,STABLE,0.8420331767966205,True,STATE_MAINTAINED,7.700799964368343
139,6.95,True,True,STABLE,0.8360881135727369,True,STATE_MAINTAINED,8.070100098848343
140,7.0,True,True,STABLE,0.831874898987686,True,STATE_MAINTAINED,7.725700037553906
141,7.05,True,True,STABLE,0.8292354509133963,True,STATE_MAINTAINED,7.724800147116184
142,7.1,True,True,STABLE,0.8267700932349865,True,STATE_MAINTAINED,7.97270005568862
143,7.15,True,True,STABLE,0.8417205228959431,True,STATE_MAINTAINED,8.102199994027615
144,7.2,True,True,STABLE,0.8473510477226227,True,STATE_MAINTAINED,7.777899969369173
145,7.25,True,True,STABLE,0.8450917142132918,True,STATE_MAINTAINED,7.848300039768219
146,7.3,True,True,STABLE,0.7259214655657685,True,STATE_MAINTAINED,87.5799001660198
147,7.35,True,True,STABLE,0.8968750421762468,True,STATE_MAINTAINED,10.152000002563
148,7.4,True,True,STABLE,0.9290895593159059,True,STATE_MAINTAINED,7.552500115707517
149,7.45,True,True,STABLE,0.9286930454332839,True,STATE_MAINTAINED,8.797399932518601
150,7.5,True,True,STABLE,0.8235496119930781,True,STATE_MAINTAINED,67.57709989324212
151,7.55,True,True,STABLE,0.9270397167090536,True,STATE_MAINTAINED,8.474000031128526
152,7.6,True,True,STABLE,0.838712041239381,True,STATE_MAINTAINED,10.395799996331334
153,7.65,True,True,STABLE,0.8314083493491741,True,STATE_MAINTAINED,9.362499928101897
154,7.7,True,True,STABLE,0.8895837126254624,True,STATE_MAINTAINED,7.900699973106384
155,7.75,True,True,STABLE,0.9097035179231097,True,STATE_MAINTAINED,8.072099881246686
156,7.8,True,True,STABLE,0.9024668200447208,True,STATE_MAINTAINED,8.48509999923408
157,7.85,True,True,STABLE,0.8969545802044794,True,STATE_MAINTAINED,8.193899877369404
158,7.9,True,True,STABLE,0.8930325487897486,True,STATE_MAINTAINED,8.040899876505136
159,7.95,True,True,STABLE,0.8876053200376204,True,STATE_MAINTAINED,8.179700002074242
160,8.0,True,True,STABLE,0.8833400525819407,True,STATE_MAINTAINED,8.286800002679229
161,8.05,True,True,STABLE,0.8747122878295222,True,STATE_MAINTAINED,9.047700092196465
162,8.1,True,True,STABLE,0.8719706631519323,True,STATE_MAINTAINED,7.770800031721592
163,8.15,True,True,STABLE,0.8491986203571723,True,STATE_MAINTAINED,7.9870999325066805
164,8.2,True,True,STABLE,0.8843203682530051,True,STATE_MAINTAINED,9.104999946430326
165,8.25,True,True,STABLE,0.8780375348869711,True,STATE_MAINTAINED,9.534799959510565
166,8.3,True,True,STABLE,0.723047996446514,True,STATE_MAINTAINED,73.12120008282363
167,8.35,True,True,STABLE,0.9232216024622698,True,STATE_MAINTAINED,8.704900043085217
168,8.4,True,True,STABLE,0.903988240742054,True,STATE_MAINTAINED,9.919800097122788
169,8.45,True,True,STABLE,0.9253378416271992,True,STATE_MAINTAINED,9.214000077918172
170,8.5,True,True,STABLE,0.9155320710117041,True,STATE_MAINTAINED,9.253400145098567
171,8.55,True,True,STABLE,0.913235726885462,True,STATE_MAINTAINED,8.581599919125438
172,8.6,True,True,STABLE,0.8024699387009955,True,STATE_MAINTAINED,13.132099993526936
173,8.65,True,True,STABLE,0.7132664332834433,True,STATE_MAINTAINED,82.30870007537305
174,8.7,True,True,STABLE,0.7024447252021014,False,STATE_MAINTAINED,112.70229984074831
175,8.75,True,True,STABLE,0.9060037071916759,True,STATE_MAINTAINED,10.904400143772364
176,8.8,True,True,STABLE,0.8851535230975842,True,STATE_MAINTAINED,11.278199963271618
177,8.85,True,True,STABLE,0.9094900458184915,True,STATE_MAINTAINED,10.842900024726987
178,8.9,True,True,STABLE,0.9134641037785881,True,STATE_MAINTAINED,10.645200032740831
179,8.95,True,True,STABLE,0.8964727333953999,True,STATE_MAINTAINED,11.894499883055687
180,9.0,True,True,STABLE,0.8015441998379933,True,STATE_MAINTAINED,85.34220000728965
181,9.05,True,True,STABLE,0.916157543999638,True,STATE_MAINTAINED,11.37709990143776
182,9.1,True,True,STABLE,0.8999010433442086,True,STATE_MAINTAINED,11.898000026121736
183,9.15,True,True,STABLE,0.8096060146301207,True,STATE_MAINTAINED,17.220099922269583
184,9.2,True,True,STABLE,0.8371050011710008,True,STATE_MAINTAINED,10.265400167554617
185,9.25,True,True,STABLE,0.900646261745155,True,STATE_MAINTAINED,8.350699907168746
186,9.3,True,True,STABLE,0.8970621329239001,True,STATE_MAINTAINED,8.145099971443415
187,9.35,True,True,STABLE,0.8898102997464181,True,STATE_MAINTAINED,8.962499909102917
188,9.4,True,True,STABLE,0.888251215969559,True,STATE_MAINTAINED,7.502800086513162
189,9.45,True,True,STABLE,0.8808846327914288,True,STATE_MAINTAINED,8.366100024431944
190,9.5,True,True,STABLE,0.8746752994029835,True,STATE_MAINTAINED,8.766500046476722
191,9.55,True,True,STABLE,0.8705054664103056,True,STATE_MAINTAINED,8.351099910214543
192,9.6,True,True,STABLE,0.86609054548951,True,STATE_MAINTAINED,7.5801999773830175
193,9.65,True,True,STABLE,0.8608192994852603,True,STATE_MAINTAINED,8.058900013566017
194,9.7,True,True,STABLE,0.8552331253053422,True,STATE_MAINTAINED,8.219900075346231
195,9.75,True,True,STABLE,0.8441958824145039,True,STATE_MAINTAINED,10.541600175201893
196,9.8,True,True,STABLE,0.8463455498113349,True,STATE_MAINTAINED,7.598399883136153
197,9.85,True,True,STABLE,0.8384201255725499,True,STATE_MAINTAINED,8.695099968463182
198,9.9,True,True,STABLE,0.8349813829148551,True,STATE_MAINTAINED,7.977399975061417
199,9.95,True,True,STABLE,0.8300045490159706,True,STATE_MAINTAINED,7.884800201281905
